,uid,iid,rating
26565,wJzZyU3w-zFduzw4vGKkOg,QvxBnMcBPP1z_NAIYCqqdA,5.0
26566,zdJ5RyU4nUWj8bceNxLrZg,1WtUgLhdBdQ39aBvEUbsnw,4.0
26567,mXB3gPPGG2vJFT5rB4LWig,ZMEax9auuGMUPqxl2D3kLA,5.0
26568,mpeE03Ul_rvLQ4Io-o6Sjg,NMO1hExBvamoZ9RKEVNcYg,4.0
26569,ekHD37Trhyk8aeNp_3TPcQ,JogUSDKa1xyG3lLEmD4Xjg,5.0
26570,4EvOmGNTNP0Jy4em9F9g1Q,fepCIbejv-Kxs6SE6u-_uA,5.0
26571,tHkwA5dqeyeoPoNN9qvovQ,gUrYm7z0g5a5_jdSXzi-HA,5.0
26572,yCaDISH0R8e5U376zDWTpQ,VH3WA7a-OVzFj2K_SP4BIw,5.0
26573,xtH_bkYt0Wm--RO6wkl-MA,rb4d1_OtpVD91J5NDp4Y3w,4.0
26574,RBNPf_GF8dWlWPxWvkyJXw,v4HpZFOU3mvIeuHLRSIi7g,4.0
26575,e9FIXTvkBLteGULMJIw_WQ,XlbDdblfNsOGiZ84CorRBQ,1.0
26576,O3cItff0mKAfXtl5VmbW2w,8xlME4uNKp1X_-KXmrJOUg,1.0
26577,gy2cx-_VqDhgSIiIYIYQ7A,5fquJHY2hMX9tPRD5s0t5g,5.0
26578,SlgpAnj2gQd44EM_Uq6DkQ,tInrGCzll4k9hF34Ye1rvQ,4.0
26579,ByzCVvaqoMQMrWWUhEivBw,-sUf12Imjs68dBrmELiwzQ,5.0
26580,nYIL1CCBK5aL3FL1QIy_sA,VH3WA7a-OVzFj2K_SP4BIw,5.0
26581,naJXY_b5couK1atEGUgfmw,mkAb0midYXqRLFJI1CHLWA,4.0
26582,Pm4MkUj1FT3ZqxREieddMg,ms8tG7Co_ELSSGhbOL6HBg,3.0
26583,HUeBuImP2l0mmFJbCM-4tA,osSwv6CJy5hDKQdOKeyTow,4.0
26584,tZaNzaFHi4l0FH-_XqDmCA,1FlIbmN4aNJuXsGK0shnfQ,5.0
26585,SVndZxvQAnZ59AT9xLckRg,L_X5eAd4moE40AsX6Havhg,4.0
26586,Wus7S9rFi7xYxmNgFm0UOQ,1FlIbmN4aNJuXsGK0shnfQ,4.0
26587,Hw5riZfnB-B7G79vBTOssA,hggVnGwA5042-ABxqeJX-A,5.0
26588,dKeYhtFgsc9E24trvx8FUQ,gh6RZ1HvVlZDtjOvrRcF3w,4.0
26589,SXW5au4HWJJSxlITh3AbZg,xFSCaBlcnDXSGFPUtYtuXA,4.0
26590,RyNIBZ0CE7ylm_HJWaWaQg,WbJ1LRQdOuYYlRLyTkuuxw,3.0
26591,8XJ7DpZhQrzxNIJDRShf5A,PVk7KKTlWRygSF6dExWYCg,4.0
26592,Gxyb14Sh0PGAQucxwwYkEQ,M0pkmBUi_CI0qrzN7ee80Q,2.0
26593,3VldYRmP6n2wIzaaRrWSNQ,4cWrtMvfj-tomyEPgP7KFg,3.0
26594,loIkDCPNPhNXflWinZ5RDg,e9sB72njxz87r5TL6kG-Fw,1.0
26595,9yh8Qv8MR2ajONGavj6FdQ,tshN5rYRrzanHu4ZiwCVrA,2.0
26596,L6GY4bUkfwhpjGCcXsRsDQ,x6n14NifL1K1-kimB83GVA,5.0
26597,U73MBOisJ6-2Bdnhygkl-Q,bm_PGQMGMjylitqkNIEzTw,5.0
26598,0KGCdp9W8jz9KJRsABb66g,-5L8zOxibac-vBrsYtxXbQ,3.0
26599,ZU4uISSyRruCr1ycDFM-8Q,RAKSBqeNb-p_ZABwAWH_jA,2.0
26600,xDl9ZF3SckkZde_48W6WeA,HV_BS1AA-iiN50ZjG-NK7w,5.0
26601,cpkkojfuNh4zaXHvgDZoMw,b8fEuQPrf383f6pzdm8-1w,1.0
26602,L7J-73HuCHNI-bats6UqJw,QvxBnMcBPP1z_NAIYCqqdA,5.0
26603,3VldYRmP6n2wIzaaRrWSNQ,Ch7NAhB_MWSDwcNbcptEKg,4.0
26604,1jTYz0-i0lT7EMpHrHo3Mw,apMG3W6-qpHIuo4ApZy3IA,5.0
26605,9lyLNz5VrcgMn0lPD86LHw,UByM7N0mF-ylIGUuIWHCtA,2.0
26606,1Ees1YFreJgmOSrwsCWdFw,UFVy-8WC7pDzvBUzOvdwzA,1.0
26607,mQs47TUPH40Ya2zqqm61wQ,01fuY2NNscttoTxOYbuZXw,3.0
26608,MS91X3hChiIVTfCayLkq7Q,vqG1Z2XpS_PryPsfY0CSng,5.0
26609,PHgoZTMl9UxeZzwAejNlww,mC39IrCp36QIVFRZIw9PTQ,4.0
26610,QsOPQAUkLP795j1csg0XpA,UByM7N0mF-ylIGUuIWHCtA,5.0
26611,3YcnbKTPwYjie5gKZjIgAA,gxy5B_IhNpRFqobsffO0Tw,2.0
26612,bPD81iTD394hjbVp2g4aGg,1hfYBwAI7pFz50l5n4JpqQ,5.0
26613,aDApcTFMWehnSXgbg49TPQ,s8OLoPfOpB0FbK5frI3CkQ,3.0
26614,KfWHmOvDmSoG9V7rgc_eaA,T2tEMLpTeSMxLKpxwFdS3g,5.0
26615,-MSNjGYgsGmRQHHG-1wbjw,XT3hLiVwtAzc7xyszKmvwQ,5.0
26616,uqkMSlZwoy-tem0JZ4nXZQ,c-l4nDPZcEwapEiV-Xf08w,5.0
26617,wkIHGdNJKTMaEYTX53BQgw,K-DB2drKSa7lssT3t0jfPw,5.0
26618,WhjLTho2edecNo2eCS1wVw,CcK-g4IrT8E0ywMJFb63TA,5.0
26619,du8TGiiVjQKh2NjASafCCg,7Kalh9QVFTlrcGaufs2eag,1.0
26620,EHYK_32FokC8Mfd3kSqmSw,pI4w-MXCGbgDJh9Q97C-jg,1.0
26621,i4ylPexbrs-49uNSrFpcRw,pldfvm-zM2VU5m9a-j9cMQ,4.0
26622,GDVBeur1T34c_KVr3tSe8Q,u2NsBZp8Se_65rs6ydI0NQ,5.0
26623,v4KYwu8jCE0oiDzMRsQn3g,hggVnGwA5042-ABxqeJX-A,3.0
26624,IuNzMZ58numI29tyXV2E3w,Wq43-U_iu8ujaaR9aAjIvQ,4.0
26625,aqIz2Ta_NmqCKeE_4AHiGg,NFm869_w6cvVaWaNpAzjeA,5.0
26626,wbvjiDpw0FoZDeqbzAIcDQ,sAXy1yJRLllTm5WrJbJGAA,5.0
26627,x6BbbotUNpCEe5pWfAoBnw,KU7eFCdA47v6zeKF3a7j6A,4.0
26628,JXu_ELboKx5DT6hkyBPlcA,--cZ6Hhc9F7VkKXxHMVZSQ,5.0
26629,HzEtbh5KYzfeW_MTVnGCEA,QAHqplESgDUGgih45W9J-g,4.0
26630,8UAZNIAv378l6dF4JwZghQ,XT3hLiVwtAzc7xyszKmvwQ,4.0
26631,aieGYnqX3XvGJ5gUEdrN7g,1czIVv2iyOHc3WMgtUWXCQ,5.0
26632,h7zHYM8LbPWmXx0ZEqOOAw,RVQE2Z2uky4c0-njFQO66g,2.0
26633,KVTlwVA7NcoKO6QuUZWaiA,bQPMEI9yMakI4GD2jVS9jw,5.0
26634,9piGj5PORootlSVd6Nbm-g,yesClkCZlpLGTYZROkx4SA,4.0
26635,N4n9ml0DozHcCWoLm-UluQ,kPfhSK0kcUmOTmC5DEjaDw,4.0
26636,QYobbHEmhLGuS6QDqVRTLw,jXHmmircEbhQmZjWDR1xIA,5.0
26637,aDYNz8cujkDdmbiOh95ANA,4cWrtMvfj-tomyEPgP7KFg,2.0
26638,VdS__Gtc5I2G53N2TOL2eA,hSKL-eAU_9rEyA3qmm8l-Q,4.0
26639,kFpzq_VyQr4il-I1VrS5TA,9UU2DPhwmTmkuANzYiZSMQ,3.0
26640,AjJDBt5fpPTIDpcul6DQcg,ExtP8z3SVyut_RICc9i_DA,5.0
26641,QvZWD9OijX9ve-LA2JOR8w,wArcCMVnrl_tc9MULW-0CQ,4.0
26642,xEupSNbB6H8fomOjK65fgA,wEhtqcfrhVbg4--3DNUSZw,2.0
26643,DhZkn0nO3NNniDosr5xJcw,1WtUgLhdBdQ39aBvEUbsnw,5.0
26644,fVPNN7d80RdU_cNOJFYyoA,Tnc-QnFufxhnj32GC90C-Q,5.0
26645,N-Fk2xynnzYxOK1EhJ4-Sg,pldfvm-zM2VU5m9a-j9cMQ,3.0
26646,0QREkWHGO8-Z_70qx1BIWw,sPwgafejYVdf8hd4-oDYVg,4.0
26647,VESDrZv5KFRuqpfu2k1Zuw,qVVjbYR0LIfJuIIzgPMTuw,2.0
26648,i7mW5C3ZLT9h_RnDgABdPw,J76qDaF8iPl-8y2tYFhXbw,4.0
26649,letepjdqwKYYZOz-lZmoXg,Z4y3LZlCjv4xnZ8xOpYf_Q,5.0
26650,F4Q0v_4UO59uD1WixpDeAg,CrPm7Rby304RmpFgmIBdUQ,5.0
26651,W4VhQk3hurVNWgs-0UjJtw,DyOzNIeXUksPNLXYHnB-oQ,5.0
26652,T-t9iBiyPdbpGzwIyLAvdA,77UgkEWSP39EHE8B_41hPA,4.0
26653,5Z5Pq5tMKzbXjATgXsKFFQ,Xg7Gt8vlSPxSypDQQSVsAA,4.0
26654,aDApcTFMWehnSXgbg49TPQ,CxsN79g8rZoouLwZvr_FVg,5.0
26655,mDIiJFbG5cNz9-taiGAASQ,PVk7KKTlWRygSF6dExWYCg,5.0
26656,aDYNz8cujkDdmbiOh95ANA,VeFqptSzekFAc3FZOpi81Q,4.0
26657,Zvdauk7hiaUbXq3i3bG3uA,w3qgHBMr-71i8icNonTEyQ,1.0
26658,-QmN79YXhQ3X6tckgwrYAg,VH3WA7a-OVzFj2K_SP4BIw,4.0
26659,hWDybu_KvYLSdEFzGrniTw,ZCsvwa_dsqNB8d8tYHPdjw,2.0
26660,KUwmXka6hNDZ7wNP-_rIRQ,3vkP6t_kKN3JT8MMUaBVEA,5.0
26661,wdzSjRaSrym7gzLB_c-Tjw,lPZ6RQ_jj9xlhvLEB3c4Wg,2.0
26662,h9_YlzD1Tx5GzWoTUq6r-Q,5HGQHjavoTgcKHFa-x7r8A,5.0
26663,6tlC85J2zsHpnrtHp3qX6Q,PpyM9QsDbpx4mOaUeOll4w,2.0
26664,6QYYN8if5s8TQkT13zhzGg,gG9z6zr_49LocyCTvSFg0w,4.0
26665,lD7FJBAGwfv1QYxOhmhmRg,urgjbqhtZD20G5h3XM76wQ,4.0
26666,UNSUk0fGl4vhMziQT4qiaA,NNiKmCGL1USfihxT7uAcjw,2.0
26667,F-TYd6eIvMIyInQrhW6oEA,wJnhUJCOYkncLPZAwaMffA,4.0
26668,kWjK5F9OE6cL1OIQZ4nqrQ,dztcNrIVDg6D-6sFOOofDA,5.0
26669,HIgIHTPZReQOKXkFa4boMw,U8ubLSxnCKRAJRmN1XWZaA,4.0
26670,fPxE0VgahKU0Xh6YQt2-Kw,TJwMIZiGB2FA5bJvn444EA,4.0
26671,zN5l-f0GPbHdtpa-2NiuVw,PpyM9QsDbpx4mOaUeOll4w,4.0
26672,5jP1CCU56yu8ZWO1994afg,SzlzAjBwFcdbOwRPjNxaxw,5.0
26673,SVndZxvQAnZ59AT9xLckRg,iJpTpE9A8WDWvUlvUcFZuA,5.0
26674,qVU31qHKgSgGCzKsQ860EA,FGy4UJ1Qri_KruPZiPmWYQ,4.0
26675,4-Oh0TN8-b9gj12_VUZmAw,hWIQ6rl1uub-WVGTySvOsw,4.0
26676,ps0Y_WkkywSIQAzTszzGOQ,QjL_QaEJGRfyBS2-wuowGA,4.0
26677,-oxbnDJfeFFtoVNPkY5xKg,ATMiPNPxN-g1ra7nar5prA,5.0
26678,HIKzq3LmtQq2OGBxLVhqOg,Ktqecq6IIVnsAVx_MZcUUw,5.0
26679,IwP_3dLp9z-t-JWYF8r6vA,apMG3W6-qpHIuo4ApZy3IA,4.0
26680,EHq8HvrDG-VaJ8rjyjVUYQ,VgRcUx2ezIk24DKMSH2YEA,5.0
26681,S23kycqI_UBvCk8uX5flMA,V19SJT2zo8ydJWhMB_31SA,2.0
26682,2Krq7y8GhNhrSjGg0ADpsw,jZUizCQ4nRmyovBeuUniGQ,1.0
26683,qNSrUmf4RFsNqdMCeKI7Ow,QlIW78umKyE5d0BLpPh1-w,5.0
26684,7c2w4Q7CD-8I08EaxMhLeg,gh6RZ1HvVlZDtjOvrRcF3w,2.0
26685,nRJn8PgjSo0pNGa5ct6-IQ,c24ZZshnU3sKqHQF8K_7Yg,1.0
26686,cyuDrrG5eEK-TZI867MUPA,5fquJHY2hMX9tPRD5s0t5g,4.0
26687,GW346Ion6joHNiitrPsYug,uIN-iPt4a5cj9zgflXhyYA,5.0
26688,AQaW1dsOhh2aD0qEX8RYZA,oNqahV-5WkbB7C8ZazOTSw,2.0
26689,IFHIHhMSxj0XKcPqgZGvbw,Mtx3hL9V4lx4I04vrDTWJA,3.0
26690,v6NnloVn1sOrnv4RswYA_Q,s6lTNO57vXsfzyYrPfXOvA,1.0
26691,yG5GBPaHFSqSllss_3VqGQ,TdLKAcHRwAr6OYG8RP7iWg,4.0
26692,n63Kx6MZw2-eQI8r62lX5Q,zMnojW6x-1-nVu0uCd60Ew,1.0
26693,Kud1jYW5Oo32m9eLhIzscA,d8lmIZIqmBC9oPM8y1dc7Q,5.0
26694,OaQh1BR_FD7Dd5L9cRMxHw,EaIho6EvTuODNHPLO98yeQ,2.0
26695,VQlJgpuRi7tAghiJOHyA7g,mC39IrCp36QIVFRZIw9PTQ,5.0
26696,XTM7W4hf4gD5EA_G_MToqg,L8rJht4Jw_BuR8gsckEWYg,4.0
26697,NOE3m6JGRENY3GtraFfKfg,EzUZU_y0ooTGbboxFck1Pg,5.0
26698,_5keMAmic7zzrnM5mVefBw,jcasci3gjbsSuTEVzvDQKg,4.0
26699,SBi0TYUSIrct8WSTyK6DFg,ZMEax9auuGMUPqxl2D3kLA,4.0
26700,X0QPcwLsZgYm1nRmsyxqOA,N3m0Z3I_zOTyqpk_Kpvozw,4.0
26701,-MgVSbGH4EP1IBlian06XA,9h2W6JBWILS_RwlpIBSEig,5.0
26702,r_dKh4X6WQZDvvcXOy2Yiw,YzMUZjUMcgI-NSGu48-nIQ,4.0
26703,x0kOk7unyMfAVX4gt3KS8A,ofpuVYCw6VCkybFVIdwYEQ,3.0
26704,O-nb7z-iqeXGT1i-98HvUQ,mOMeDQB8NjdBTTzKtikAYg,4.0
26705,0UOUnwKQ7yhCxWD4JJKZgg,eMz8i2LpafE6D-ZhzDtglw,4.0
26706,VlcasgkqiTuPi-nVT7rEtw,BToSTEiaK94G3h5_XROEcA,5.0
26707,0iQZe0WK_7YvtNFOt91dXg,AuIiqDeL65kczmiFSkAWrA,1.0
26708,Bx9HFrVlwDwyuK3_bAOqoA,FTKxYJj7d5u3GiEHG5cQSQ,2.0
26709,lcvzFfl-fw3gDyBQlNT9hQ,jcasci3gjbsSuTEVzvDQKg,5.0
26710,tn0v-lX34kAlYUrpm6_g1A,GSlY852DqQuYWCSZNORTnw,5.0
26711,xcS7QbhGkEKdweXnMSbMcw,dy9VGj4N-sJD1bGse9y9Zw,4.0
26712,XlX4yjdum9kdjI3BUfen5A,2mVqpQyyeRK44VxNAYMuAw,5.0
26713,A27eiEPUq0vhTiCU5whNrA,Uftnd7njdHNFxhz_6rpUrA,5.0
26714,sGDF-zpu3zMkreIQtZYZzA,the19uDwR-41n8x861F7Hg,3.0
26715,akKWkunkl9KM7AJ6mpx5vg,oyjkEn5fAqcGNsBbqc8LTw,1.0
26716,4fSzaMgiiPa_fCzpYPXZyQ,ZCXjNG1EBFiKKMtR9DOTGg,3.0
26717,QGOtNZfasBwWCuawKjypYA,sEeV71wQBgNM8ipdfHszkw,4.0
26718,CpJ79GKbaOypscokjS8sgQ,Gck19imUtC4SF8Ff9w_HGg,1.0
26719,tdvZY-4F_UkjOmiN2LyrfQ,_GxLAJO1TgU7UKY9cMad9Q,4.0
26720,HIer_WhWlYGqU5CxJv5XfA,RVQE2Z2uky4c0-njFQO66g,5.0
26721,qZKY61t2Yyvr5AToCAGQUA,5RYFYh5HkFUZkZ8L1-auiA,5.0
26722,6BEylQPsgvSv5V5D2ocbQg,B5R2xV3hGdqLFQNQxMXixg,2.0
26723,1hu6SGjXZb_BQbJkM8S_1g,kG6znMX9VLGHaLmV5e84mQ,1.0
26724,uQ2w3yMEYxcspPrZLKObVw,nsE4LgI-HP5zERoMRv5hHw,5.0
26725,dGUOe2TBchiGvU1BNkmTog,UNYRVLwSAasKUbehp4X_fw,5.0
26726,TRXjkRDzb9QfWBcQHotM8A,U3kygJOTlTQFlfaZS7sQjA,4.0
26727,Wj66E--Hrjh_llWIrOqo8w,ICUCAzUZFiWkYs7iCtNCQg,5.0
26728,Unk6o07QJ0cQkTIoTjQzWA,JbvIL0cshfHbiwOEIZsnwg,2.0
26729,okMnHdKA19bC312scFjiEQ,yesClkCZlpLGTYZROkx4SA,5.0
26730,ySrgGSc7u9FzHaPX7vpgOw,ppT0Rbx0-_W0W8DqY2fPiA,3.0
26731,uBHRgjD2xy77JCVm7CwmOA,sEeV71wQBgNM8ipdfHszkw,3.0
26732,W3DOKFJ9L1KKQzYATGSaBg,_PcRyvbZmVQvlS5uORDGVA,3.0
26733,7DWlt0bmmZ9oj-jnrBCMvw,gUrYm7z0g5a5_jdSXzi-HA,5.0
26734,2m14CEXaClD9Fef4i-V-tw,rNoMSO6AsegKb9-p6Ir7SQ,4.0
26735,HzEtbh5KYzfeW_MTVnGCEA,lYFnZv0MSaGzo3J0azs7gg,4.0
26736,sO6iNKgv_ToVfof-aQWgXg,E0TK141YMBP0LBknhVKEqw,5.0
26737,EzMbKvgxMTxNtRBlSZcBFQ,2HJhfjU1flynaBmp1HrrKA,1.0
26738,cyuDrrG5eEK-TZI867MUPA,RL2MJ3QjT_uoiBv1D5py8g,4.0
26739,pgy7Q5yvcuuL7eoukCSWEQ,DRJzfAuSzgoBJeSuwfdPow,4.0
26740,tLbWsaHzIRnKKsODX2ijMA,6hZgMg9rnDCC0RBVRlkZwQ,4.0
26741,PVyZXgOkVtnU6966FDFhuw,P-xthnjpyWaS9wma9HfFUA,2.0
26742,Yz_ATf2aAzXOm7b7MDvjGg,bfVpHvjir2G2Z9wVeddw4w,3.0
26743,YfZ7SdjWkwnKi2yYNSxqKw,WxtjFPaPK1WGBHGQhq2bBA,3.0
26744,hYvY6dsfAjvOc2v3Y8MKgA,E3BTs8yFlVbZd20TknY00A,1.0
26745,QGOtNZfasBwWCuawKjypYA,LYKkltobuO2JEo8CyJKOxw,5.0
26746,6PMimM_kSQhPe-8EGARz3w,PvGyzCh1PTga4ePE2-iB2Q,5.0
26747,080X9AgXWLnZX77XeL4w1w,01fuY2NNscttoTxOYbuZXw,4.0
26748,59QH1A8zysr4SN_hX1Q9jg,z7NIceJU_4vSk-EJ8H6hQA,1.0
26749,H7JLpACO44A3xVXnOt1Z_A,PHhZy5zYULNF-oz-2Jz9KA,3.0
26750,9SMTDE9mtAkV6HWMrGASfw,Ch7NAhB_MWSDwcNbcptEKg,4.0
26751,npD9KeIpB7PX3OwBMxZ3EQ,DccXBfQGFMKK7oXqm_3vMg,3.0
26752,JvmIWWPSk4lXH8k6AWhg_g,ki5qgWUCuTpb9si0eJL1fQ,2.0
26753,QYobbHEmhLGuS6QDqVRTLw,d8lmIZIqmBC9oPM8y1dc7Q,4.0
26754,hXQHu4Isp1wZYO6A-I0zQg,6E0D-5wVjDJZQF8iA6k3ig,4.0
26755,_IF9tnkSm-Xq7yCRynJ1cg,sH9aI3xg-POBMp8R-kSQZg,1.0
26756,-wJoQ-XdtTfutdTBLR_9Fg,LUZ94dZpgCmBGyNH52S7lg,4.0
26757,ocezF5j9hjK2Ps8KdZPa_A,WbJ1LRQdOuYYlRLyTkuuxw,5.0
26758,07fvGXQhmO24Qm5GAPfFIQ,UByM7N0mF-ylIGUuIWHCtA,4.0
26759,Pe8wQmnt8WO2pgyqSsP44Q,ICUCAzUZFiWkYs7iCtNCQg,3.0
26760,oDv9HzZUPw1b_uQW0vVCOA,1hfYBwAI7pFz50l5n4JpqQ,4.0
26761,d4O272njR9F1TydrEG8TDw,sdYkVaTy7EJwUkO8Ie_qPg,1.0
26762,AbpmjDgZydVQhR_6Y_RPGw,sPwgafejYVdf8hd4-oDYVg,4.0
26763,C_Tc2cbkxKbj5cpi578TcA,vodVvMALuQPScQJpLhfcyg,2.0
26764,qI1VGXdutR1S5cnf9Ev0oA,f12Zv1B9crmSW58iyTR_mA,5.0
26765,9HswZUpm0aA9o1Yn4KqJLg,iJpTpE9A8WDWvUlvUcFZuA,5.0
26766,SPva9pyK-RxmY02Au4PwPg,sH3UsolKjik01u0HlQ9_0Q,4.0
26767,rFZRZuwkc2Z_p4DyhczGqA,UpNnjV6p5GVPX6r_itOGUg,4.0
26768,v9mvmTOCsxTg9h-SDHY9Cg,kNwfUukvLd3q38PX0QEDDQ,1.0
26769,uaeU6FBaY5by7V1Cj_2RpQ,DyOzNIeXUksPNLXYHnB-oQ,4.0
26770,u65LCHm0txha682ovUdc4g,k-drEjxKmfqllwfY90STfA,5.0
26771,oMcBz3NfDnpJ0ktVosC1cw,MU66syW7PEAKbsWCSw8h4A,5.0
26772,TmyTKlPAvCDogaJATdWJ8Q,LUZ94dZpgCmBGyNH52S7lg,5.0
26773,G7005A0sedkHURhrnLQpTg,XK7_B2moEchOdg8UQQc6Bg,5.0
26774,Q1O-3kXioN3jZmmTiOm_Hg,MGknXew849fglTVu8cV7EA,5.0
26775,zGBQPi14olh1eNQfyi2FNQ,oZuoM7yKE6xKGpjLkUiw6w,5.0
26776,htzxDWzRt4Xd7UGy4t0yAw,WvC9K0ZEOTbR7fh-LNe5_A,4.0
26777,RljLe8wxKRC0jj1DbdP_Qw,RVQE2Z2uky4c0-njFQO66g,5.0
26778,na1ZD7bFvAUHXiV61CrCDw,TZmMsbw5TbRqv8rmKj_aGg,4.0
26779,NfBBnsfIkt6Yr9-0s94dCw,CV05rBOr5DdDGvxUZkRFmg,4.0
26780,IoaB8996np4kiRGL_zcObQ,Cbr_THdFrhePgJoqQ9X6gQ,5.0
26781,FurozVdX1flxQV8A358p_A,KU7eFCdA47v6zeKF3a7j6A,2.0
26782,dk9GzM6Nni61oBdkETDFkA,KU7eFCdA47v6zeKF3a7j6A,4.0
26783,vT3oFIBF8L-PkaYo52zqkQ,Pp79PXtvcHQt7idLv3lt5A,5.0
26784,Rpldn4Ynakn2LZz28JRl-Q,K0VNhFhaOrO3CypCqofjwA,5.0
26785,Mw2Ch5UouCbej2Kq1hh_xQ,OWByE1i1tjPB5i5mSprDJw,5.0
26786,kZIZN9hFYwCMVFgO9hDosg,1FlIbmN4aNJuXsGK0shnfQ,4.0
26787,4h5Hy87x9olJq65T9AFKBg,j2vNoPv7Jzvvj7rbsT7vAA,1.0
26788,bEoIQLJJBSrhrsIGRTwuvQ,vsGoYMRvBYss3x9fn-jDzQ,1.0
26789,4LMGibU_83yJsURybVVMQQ,yWUBX9Pe6pzh1PjVj04UmQ,5.0
26790,DNuyuvJMCREP7qSF-vDy4A,JogUSDKa1xyG3lLEmD4Xjg,4.0
26791,kyZ2FNiDYn5Soufpz2c3Mw,NMw6zTXoZDEzNchVIfL1pQ,4.0
26792,vCYPAeCFE7W5tdn7fVtsBw,lDW17ZfA17a-5yg1vCK3wg,4.0
26793,phJ5j8RjQMmn0kEv3WGDVQ,3GY8CfKhEowAoTxmKBhQpA,5.0
26794,kxC0TTMfm3RdgWPKotEupg,ppT0Rbx0-_W0W8DqY2fPiA,5.0
26795,dpzAqLprtex54rXlCU-OTA,YjPWt-V5oMkakdRWrALb8g,4.0
26796,JnmQL-qJuYxCDtIHanOcbA,DyOzNIeXUksPNLXYHnB-oQ,4.0
26797,SWFP-3VMVFkQswmTHwHODw,hVLFDDA31wYm3Jjz3w74GA,2.0
26798,7Q8N1wuR1wkw4MCPWfxJjw,jYqOPpSmtKbKzf0Z_g-Oyg,3.0
26799,UpUtx-hSHkEcq8f7z9lluQ,oZuoM7yKE6xKGpjLkUiw6w,5.0
26800,ghk3rjz3Qp4H8z2gyZXaEA,SThmy10YhS13oFgT990Xhw,4.0
26801,AXl0d3h3Xa8qzPnaSZ-9GQ,1_jvFRQjcRVfd9LdOLvI8A,4.0
26802,w98gw0UQsofxoydaaJdQjg,Y84fM25GsIWfS7E0dMIKDQ,5.0
26803,3WljSx6mjSA_65eVbkWQGg,gG9z6zr_49LocyCTvSFg0w,4.0
26804,GyOrlIzwggbdHOVSzJoEJQ,Yc5_nA9NqqxOp8WCugF-Ng,4.0
26805,ui6MJ5VnM3K_KIMi4FlNHw,MQEpDvkdL39hh1N0We3Vaw,2.0
26806,5Z5Pq5tMKzbXjATgXsKFFQ,RAh9WCQAuocM7hYM5_6tnw,5.0
26807,BK9ns4Noi1VQsQx9g98_yg,ALwAlxItASeEs2vYAeLXHA,5.0
26808,X-Jpumi5RtgADjNplIxJXA,NMw6zTXoZDEzNchVIfL1pQ,2.0
26809,DXh8yxwZCg5Ckj5kmDvKXw,QjL_QaEJGRfyBS2-wuowGA,4.0
26810,aZlSd_Ihmu3sj5ZiU7EenQ,Azy2vmC47uHSkZE2fdvBjA,4.0
26811,UbRTTaGMwOOvlRJ2KvU3ng,d8lmIZIqmBC9oPM8y1dc7Q,5.0
26812,eYMH6vYHzEGKyfUv0I21vQ,O9Nae8RT-5IBxrQZG2D2Kw,1.0
26813,MlhCUi0mqIi--pWlw30iKA,EvWGuX0eqKcZvLRgtIFHZg,4.0
26814,T13IBpJITI32a1k41rc-tg,Z66xO_B7trDah8F0PKwRqg,5.0
26815,Wz6nekYXj4wZ39UKgaVHJA,osSwv6CJy5hDKQdOKeyTow,4.0
26816,L8HeMK2wTYZNoxsTX34lBA,KbhrsTQEea2RF_94YWnBdQ,3.0
26817,l6jrqB95P4alQkRHq9OWnw,bm_PGQMGMjylitqkNIEzTw,4.0
26818,rSQITvDnm1smzJl-3LJz4Q,Err-UlwpMFaCIQ4mAVxmzQ,5.0
26819,Jua3pPIK54oPOAnlNo67dQ,gGt00WW8sNY2Sop7jYa7Tw,5.0
26820,CxRThm4iAH_lLWGgquxqBQ,UNf4aybYOTs4EnPQgZJOVw,4.0
26821,6owWBv_F8Tqti4zmnn2ymA,QAHqplESgDUGgih45W9J-g,5.0
26822,crzJN_i21cSA2wQyuAIOQg,8xlME4uNKp1X_-KXmrJOUg,4.0
26823,hhKwALl0hU1m1SHV7fdHhg,hwD7C7suAPXJviSv7XBoSg,5.0
26824,sdLns7062kz3Ur_b8wgeYw,2j78b8m1w4Sr2GVGCzFBtQ,5.0
26825,Bb9519xc5RbTOzOGFQ5N_A,7ubx4QXz34g1dkqa3D1bgA,5.0
26826,nvixT_2Q7uomxi2bNiTIbA,IE0QRqaUSW51RmShZ9dX1Q,5.0
26827,C0ALFu8Mrvoqtfz0VnG_cw,ngjl1kOSXpdP38gZHCGY5Q,4.0
26828,1kqPvAJmcFdkSGwtjD-_qg,cVMZdxUhF25Xuxeon2yzDQ,5.0
26829,SlgpAnj2gQd44EM_Uq6DkQ,WXWsYfHK4kF6Ci9-E50Ing,1.0
26830,bE7XINQcL7gYlHu4fuQVqA,01fuY2NNscttoTxOYbuZXw,5.0
26831,EuO4Q2WVUhvNxGiHEegY6g,mC39IrCp36QIVFRZIw9PTQ,4.0
26832,sl2R5RFdX1QBQX66T_IGwg,Rs-VhTqmuAdHg3CGGUr4Dg,5.0
26833,uigHhs2agwaEkZ2ygPijCA,ny8YcGEViSGKWxo69xfiiA,4.0
26834,98D4Nr5H6WcbYhAyG8GsIw,YVjJtgHSiovqeQRYqRvYQQ,5.0
26835,qwsZWhs3BCzlOW3dder5aw,KxqAQ-CJcAPDTJbrnQUTfg,3.0
